year,month,pc1_hf,SP500_hf,MP_pm,CBI_pm,MP_median,CBI_median
2019,7,0.04932035,-0.13745,0.04932035,0,0.0328706,0.01644975
2019,8,0,0,0,0,0,0
2019,9,0.03246871,-0.37358,0.03246871,0,0.03854974,-0.00608103
2019,10,0.01192071,0.34921,-0.00206995,0.01399066,-0.01489931,0.02682002
2019,11,0,0,0,0,0,0
2019,12,-0.00371644,0.16766,-0.00371644,-0,-0.0118732,0.00815676
2020,1,0.00910722,0.02827,0,0.00910722,0.00286493,0.00624229
2020,2,0,0,0,0,0,0
2020,3,-0.20084646,NaN,-0.16926631,-0,-0.12357249,-0.04569382
2020,4,-0.01451429,-0.18878,-0,-0.01451429,0.00401942,-0.01853371
2020,5,0,0,0,0,0,0
2020,6,-0.00237477,0.59258,-0.00237477,-0,-0.0365845,0.03420973
2020,7,-0.00430804,0.06893,-0.00430804,-0,-0.00627148,0.00196344
2020,8,0,0,0,0,0,0
2020,9,-0.00097328,0.40618,-0.00097328,-0,-0.02474935,0.02377607
2020,10,0,0,0,0,0,0
2020,11,-0.00113497,0.0341,-0.00113497,-0,-0.00260441,0.00146944
2020,12,0.00030103,-0.16237,0.00030103,0,0.00984951,-0.00954848
2021,1,0.00179562,-0.34152,0.00179562,0,0.02129813,-0.01950251
2021,2,0,0,0,0,0,0
2021,3,-0.00842256,0.53485,-0.00842256,-0,-0.03615995,0.02773739
2021,4,-0.00462435,0.05755,-0.00462435,-0,-0.00574986,0.00112551
2021,5,0,0,0,0,0,0
2021,6,0.02329308,-0.49477,0.02329308,0,0.04120108,-0.017908
2021,7,0.00226993,0.18406,0,0.00226993,-0.00985966,0.01212959
2021,8,0,0,0,0,0,0
2021,9,0,0.37317,0,0,-0.0222909,0.0222909
2021,10,0,0,0,0,0,0
2021,11,0.00617828,0.23372,0,0.00617828,-0.01087187,0.01705015
2021,12,0.03680979,0.62031,0,0.03680979,-0.01864864,0.05545843
2022,1,-0.0098951,-0.2151,-0,-0.0098951,0.00790121,-0.01779631
2022,2,0,0,0,0,0,0
2022,3,0.09759001,-0.74763,0.09759001,0,0.09345386,0.00413615
2022,4,0,0,0,0,0,0
2022,5,-0.04080024,-0.14965,-0,-0.04080024,-0.01146094,-0.0293393
2022,6,0.24348463,-0.57809,0.24348463,0,0.15627388,0.08721075
2022,7,-0.00458067,0.05081,-0.00458067,-0,-0.00532541,0.00074474
2022,8,0,0,0,0,0,0
2022,9,0.09031907,-1.35205,0.09031907,0,0.12592275,-0.03560368
2022,10,0,0,0,0,0,0
2022,11,-0.0792103,0.70408,-0.0792103,-0,-0.08166259,0.00245229
2022,12,0.0901708,-1.14497,0.0901708,0,0.11347892,-0.02330812
2023,1,0,0,0,0,0,0
2023,2,0.01472957,0.13746,0,0.01472957,-0.00084624,0.01557581
2023,3,-0.0491104,0.28513,-0.0491104,-0,-0.04158713,-0.00752327
2023,4,0,0,0,0,0,0
2023,5,0.01841275,0.11806,0,0.01841275,0.00215419,0.01625856
2023,6,0.09110228,-0.69926,0.09110228,0,0.08732066,0.00378162
2023,7,0.00787258,0.08908,0,0.00787258,-0.00138481,0.00925739
2023,8,0,0,0,0,0,0
2023,9,0.07063787,-0.17053,0.07063787,0,0.04550536,0.02513251
2023,10,0,0,0,0,0,0
2023,11,-0.01559576,0.01259,-0.01559576,-0,-0.00854993,-0.00704583
2023,12,-0.09203498,0.66225,-0.09203498,-0,-0.08557626,-0.00645872
2024,1,0.01948628,-0.30595,0.01948628,0,0.02801872,-0.00853244
2024,2,0,0,0,0,0,0
2024,3,-0.02610777,0.23831,-0.02610777,-0,-0.02728907,0.0011813
2024,4,0,0,0,0,0,0
2024,5,-0.01111675,0.11812,-0.01111675,-0,-0.01261414,0.00149739
2024,6,0.02120039,-0.01564,0.02120039,0,0.01153443,0.00966596
2024,7,0.01803977,0.13364,0,0.01803977,0.00103705,0.01700272
2024,8,0,0,0,0,0,0
2024,9,-0.13191922,0.37888,-0.13191922,-0,-0.08859159,-0.04332763
2024,10,0,0,0,0,0,0
2024,11,0.01453351,0.01338,0,0.01453351,0.00646752,0.00806599
2024,12,0.08413917,-0.80971,0.08413917,0,0.09043672,-0.00629755
2025,1,0.020151,-0.35946,0.020151,0,0.03154745,-0.01139645
2025,2,0,0,0,0,0,0
2025,3,-0.04014672,0.37776,-0.04014672,-0,-0.04263844,0.00249172
2025,4,0,0,0,0,0,0
2025,5,-0.02450343,-0.48466,-0,-0.02450343,0.01669891,-0.04120234
2025,6,-0.02629818,-0.10658,-0,-0.02629818,-0.00678265,-0.01951553
